,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
1028,6661,,,,SDY2990,,,"Predictive power of wastewater for nowcasting infectious disease transmission: A retrospective case study of five sewershed areas in Louisville, Kentucky",To evaluate the utility of wastewater data for improving the predictive performance of nowcasts.
1029,6661,,,,SDY2992,,,Brief research report: impact of vaccination on antibody responses and mortality from severe COVID-19,To evaluate clinical outcomes and antibody (Ab) responses to SARS-CoV-2 infection/vaccines in patients with acute respiratory failure (ARF) and various comorbidities.
1030,6661,,,,SDY2993,,,Identifying beliefs driving COVID-19 vaccination: Lessons for effective messaging,To identify messaging strategies to encourage vaccine uptake by measuring the drivers of COVID-19 vaccination among the general public.
1031,6661,,,,SDY2994,,,Lectin Fingerprinting Distinguishes Antibody Neutralization in SARS-CoV-2,To develop a method that reports on changes in SARS-CoV-2 spike glycosylation and their impact on antibody protection.
1032,6661,,,,SDY2995,,,Magnitude and Durability of the Antibody Response to mRNA-Based Vaccination Among SARS-CoV-2 Seronegative and Seropositive Health Care Personnel,To examine longitudinal SARS-CoV-2 antibody responses among health care personnel (HCP) before and after mRNA-based vaccination and the association between natural infection and vaccination response.
1033,6661,,,,SDY2996,,,Robust neutralizing antibodies to SARS-CoV-2 infection persist for months,"To evaluate the robustness, functionality, and longevity of the antibody response to the SARS-CoV-2 virus."
1034,7033,,,,SDY2998,,,CD4 T cell response to FluBlok adjuvanted with R-DOTAP,"Healthy mice were vaccinated with a traditional FluBlok vaccine adjuvanted with R-DOTAP in order to increase CD4 T-cell efficacy, which therefore target viral proteins at a higher rate"
1035,7033,,,,SDY2999,,,High dose and standard dose fluzone vaccine titers,"Two groups of people were vaccinated, one with a high dose and one with a standard dose of fluzone. Vaccine efficacy were evaluated based on immunogenicity data."
1036,1089,,,,SDY3,,,Responses to Immunization with Keyhole Limpet Hemocyanin (KLH) Administered by Scarification and the Intradermal (ID) Route (KLH 07),"Atopic dermatitis (AD) is a skin disorder in which people often have swelling and skin infections. People with this disease cannot receive the smallpox vaccine because it could cause them to have a fatal reaction known as eczema vaccinatum (EV). Keyhole limpet hemocyanin (KLH) is a protein that can be used to deliver vaccines to the body. The purpose of this study is to determine a baseline immune reaction to KLH in people without AD. Once this has been established, other studies can be designed to determine whether KLH can be used to give vaccines to people with AD."
1037,1885,,,,SDY30,,,Comprehensive study of germinal center development and antibody response,To comprehensively study the humoral response to immunization with rPA with or without Alum using in vitro antibody analyses and tissue staining.
1038,2799,,,,SDY300,,,Healthy Human DC and monocyte subsets transcriptional regulations in response to Fluzone 2010-2011 and pneumococcal vaccinations,"The described experiments in this study were designed to deconvolute the molecular signature observed in the whole blood of healthy subsets at early time points following the administration of Fluzone 2010-2011 vaccines. RNA-seq data generated from sorted purified cell populations, including mDC and monocyte subsets will permit us to reveal distinct roles that DC and monocyte subsets play in eliciting immune responses to vaccines against flu in healthy adults using system biology approaches."
1039,6661,,,,SDY3000,,,Divergence of variant antibodies following SARS-CoV-2 booster vaccines in myeloma and impact of hybrid immunity,To characterize virus-neutralizing and spike-binding antibody profiles following monovalent (WA1) or bivalent (WA1/BA.5) SARS-CoV-2 booster vaccination in multiple myeloma patients.
1040,6661,,,,SDY3001,,,"BA.5 bivalent booster vaccination enhances neutralization of XBB.1.5, XBB.1.16 and XBB.1.9 variants in patients with lung cancer","To evaluate the neutralizing antibody response against SARS-CoV-2 WT, Omicron, XBB.1.5, XBB.1.16 and XBB.1.9 variants following monovalent and bivalent booster vaccination in lung cancer patients."
1041,6661,,,,SDY3002,,,Understanding heterogeneity of human bone marrow plasma cell maturation and survival pathways by single-cell analyses,To understand the heterogeneity of human bone marrow plasma cells maturation trajectories by single-cell analyses.
1042,6661,,,,SDY3003,,,Time-Dependent Effects of Clinical Interventions on SARS-CoV-2 Immunity in Patients with Lung Cancer,To develop a time-dependent regression model elucidating individual contributions of factors influencing anti-spike antibody (SAb) levels in lung cancer patients.
1043,7033,,,,SDY3005,,,Vaccine efficacy of seasonal COBRA in mice,Health adult mice vaccinated with seasonal inflenza vaccine or seasonal COBRA then challenged
1044,2883,,,,SDY3008,,,Single CyTOF analysis of  samples from longitudinal studies of vaccine response to flu vaccines,"This study contains CyTOF data from a subset of samples that were also analyzed by CyTOF in other ImmPort studies: SDY887, SDY314, SDY312, SDY311, SDY112, SDY315, SDY478, SDY1464. Since these samples were from participants who donated blood in multiple successive years, analyzing them on a year-by-year basis was not ideal, due to confounding of batch effects and biological aging effects. As such, we chose the participants with the largest number of repeat samples across years, and performed a single CyTOF analysis of those samples here."
1045,7033,,,,SDY3009,,,Deep immunological imprinting due to the ancestral spike in the current bivalent COVID-19 vaccine,The investigators conducted an in-depth analysis of antibody profiles from various SARS-CoV-2 vaccine cohorts to study the issue of immunological imprinting caused by the ancestral spike in the current SARS-CoV-2 bivalent mRNA vaccines.
1046,2799,,,,SDY301,,,"Systems Biology Approach to Analysis of 2012-13 TIV Fluzone Influenza Vaccine Response in Healthy Individuals (see companion studies SDY74, SDY296)",This project will contribute to the overall vision and goals of this U19 by analyzing the immune response to Flu vaccination in healthy individuals. The knowledge generated in this Project will be transferred to Projects 3-5 where immune effects of vaccination will be studied in patients with underlying immune system alterations.
1047,7566,,,,SDY3010,,,Anitbody landscapes after influenza virus infection or vaccination,"Influenza vaccine studies in 1997, 1998, 2009, 2010."
1048,7033,,,,SDY3011,,,Differential Recognition Infuenza Vaccine Candidates by Human Antibodies,Computationally optimized broadly reactive antigen (COBRA) technology is one strategy to broaden vaccine-elicited antibody responses among influenza subtypes.
1049,7568,,,,SDY3012,,,18-color B-ALL MRD flow cytometry panel,"18-color B-ALL MRD flow cytometry panel, developed on a BD Fortessa flow cytometer"
1050,7033,,,,SDY3013,,,Evolving antibody evasion and receptor affinity of the Omicron BA.2.75 sublineage of SARS-CoV-2,Viral receptor affinities and neutralization evasion properties of major BA.2.75 subvariants actively circulating in different regions worldwide were investigated.
1051,7033,,,,SDY3014,,,Enhanced CD4 T Cell Response with R-DOTAP Lipid Nanoparticles,Using R-DOTAP as adjuvant system in mouse model to enhance CD4 T cell responses during vaccination with recombinant influenza protein.
1052,7033,,,,SDY3015,,,Flu-COVID combination vaccine and immune response,The combination of both a flu and COVID vaccine is being tested in order to create a single vaccine as opposed to two
1053,7033,,,,SDY3016,,,"Vaccination History, BMI, Age and Gene Expression Predict Influenza Vaccination Outcomes","Whole transcriptome analysis using RNA seq of whole blood were perfomed and serological status assessed via HAI. Using forest computational model, investigators analyzed gene expression and vaccine response prediction."
1054,7033,,,,SDY3018,,,Serum Immunoglobulin Isotype Patterns in Mice and Humans,"In the mice study, serum immunoglobulin isotype patterns were evaluated in male and female mice. In the human study, data were examined from three sets of previously described male and female human blood samples."
1055,6661,,,,SDY3019,,,Medical Mistrust and SARS-CoV-2 Antibody Testing Among African Americans and White Americans,"To evaluate whether medical mistrust alters receptivity to SARS-CoV-2 antibody testing, and if this influence differs across race."
1056,2815,,,,SDY302,,,IL-21 expression during H. pylori infection,"The development of gastritis during Helicobacter pylori infection is dependent on an activated adaptive immune response orchestrated by T helper cells. The relative contributions of T helper 1 (Th1) and T helper 17 (Th17) subsets to gastritis and control of infection are still under investigation. Expression of IL-21, which may be produced by a number of T cell subsets, has been reported to increase during H. pylori infection. To investigate the role of IL-21 in the gastric mucosa during H. pylori infection, we combined mathematical modeling of CD4+ T cell differentiation with in vivo studies to elucidate the impact of IL-21 on H. pylori infection. Our computational modeling efforts predict that IL-21 activates the production of IFN gamma and IL17, the expression of Tbet and RORgamma t, the phosphorylation of STAT3, and suggest a potential role of IL-21 in the modulation of IL-10. To elucidate the role IL-21 in vivo, we infected IL-21 deficient mice and wild-type littermates with H. pylori strain SS1, and assessed colonization, gastric inflammation, cellular infiltration, and cytokine profiles in the gastric tissue."
